Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color
Tata Nexon,33.26,26.0,7,Sedan,Electric,Automatic,Excellent,Family,Grey
Toyota Innova,5.44,13.5,7,SUV,Hybrid,Automatic,Excellent,Sporty,Silver
Hyundai Creta,40.39,24.3,5,MUV,Hybrid,Automatic,New,Family,Grey
Tata Nexon,18.6,21.1,5,Sedan,Diesel,Manual,Used,Family,White
Maruti Baleno,17.9,10.8,7,MUV,Diesel,Automatic,New,Sporty,Black
Hyundai Venue,40.76,19.0,5,Sedan,Petrol,Automatic,Excellent,Luxury,Black
Mahindra Scorpio,17.07,19.0,7,Hatchback,Hybrid,Automatic,New,Luxury,Black
Tata Nexon,40.55,26.8,7,SUV,Petrol,Manual,New,Sporty,Black
Maruti Swift,8.05,15.6,4,SUV,CNG,Automatic,New,Family,Black
Hyundai Venue,30.62,11.3,4,Hatchback,CNG,Automatic,Excellent,Luxury,Black
Hyundai Creta,9.86,12.3,7,Sedan,Diesel,Manual,Excellent,Family,Black
Maruti Baleno,38.69,11.0,7,MUV,Hybrid,Manual,Used,Family,Grey
Mahindra Scorpio,17.39,11.5,5,Sedan,Petrol,Manual,Used,Luxury,Grey
Hyundai Creta,26.16,25.7,7,Sedan,Electric,Manual,Used,Sporty,Red
Honda City,27.21,10.9,7,Sedan,Petrol,Automatic,New,Sporty,Blue
Hyundai Venue,9.01,14.4,4,Hatchback,CNG,Manual,Excellent,Sporty,Silver
Kia Seltos,14.94,25.4,4,Sedan,Hybrid,Automatic,Excellent,Family,Black
Toyota Innova,29.02,24.4,7,Hatchback,Petrol,Automatic,Excellent,Family,Grey
Hyundai Venue,19.54,26.1,4,Hatchback,Hybrid,Manual,Excellent,Sporty,White
Mahindra Scorpio,33.63,20.2,4,Hatchback,Hybrid,Manual,Excellent,Family,Grey
Toyota Innova,14.3,20.6,4,Sedan,Diesel,Automatic,Excellent,Family,Red
Toyota Innova,34.57,25.6,5,Hatchback,Diesel,Manual,Excellent,Sporty,White
Toyota Innova,31.4,14.8,4,Hatchback,Electric,Automatic,Excellent,Luxury,Black
Maruti Swift,40.74,19.5,7,Hatchback,Diesel,Manual,New,Sporty,Silver
Toyota Innova,25.21,10.2,5,Sedan,Electric,Automatic,Excellent,Sporty,White
Honda City,42.07,13.6,7,MUV,Diesel,Automatic,New,Sporty,White
Maruti Swift,13.49,26.7,5,MUV,CNG,Manual,New,Luxury,White
Toyota Fortuner,34.64,14.2,4,SUV,CNG,Manual,Used,Luxury,Grey
Kia Seltos,39.52,18.8,4,SUV,Hybrid,Automatic,New,Family,Red
Toyota Innova,18.49,10.4,5,MUV,Hybrid,Manual,Excellent,Family,Silver
Maruti Swift,24.87,23.7,5,Hatchback,Electric,Manual,Excellent,Sporty,White
Maruti Baleno,42.98,10.3,7,Sedan,Petrol,Automatic,Excellent,Sporty,Red
Tata Nexon,32.64,16.3,4,Hatchback,Electric,Automatic,Excellent,Luxury,Grey
Hyundai Venue,35.23,21.5,4,Sedan,Diesel,Automatic,New,Sporty,Silver
Toyota Innova,30.97,26.5,4,SUV,Petrol,Manual,Excellent,Family,Grey
Renault Triber,5.17,22.7,4,MUV,CNG,Automatic,Used,Family,Silver
Maruti Swift,40.13,16.7,5,Hatchback,Petrol,Automatic,New,Family,Grey
Hyundai Venue,20.84,19.0,7,Sedan,Diesel,Manual,New,Luxury,Blue
MG Hector,41.3,21.0,5,SUV,CNG,Automatic,Excellent,Family,Black
Honda City,33.38,23.6,5,MUV,Diesel,Automatic,New,Sporty,Silver
Toyota Innova,32.89,27.8,4,SUV,Diesel,Automatic,Excellent,Luxury,White
Renault Triber,21.22,17.6,7,MUV,Electric,Manual,Excellent,Sporty,Blue
Mahindra Scorpio,34.9,12.3,5,MUV,Hybrid,Manual,New,Sporty,White
Maruti Swift,27.61,10.2,4,SUV,Electric,Manual,New,Family,Black
MG Hector,6.57,22.2,4,MUV,Petrol,Automatic,Used,Sporty,Blue
MG Hector,28.03,24.2,5,Sedan,CNG,Manual,Used,Family,Red
Mahindra Scorpio,18.31,22.3,5,Hatchback,Hybrid,Automatic,Excellent,Sporty,Grey
MG Hector,8.25,15.3,5,SUV,Hybrid,Manual,Excellent,Sporty,Blue
Maruti Swift,17.22,16.9,4,Sedan,Electric,Manual,Excellent,Family,Grey
Kia Seltos,23.47,20.4,5,SUV,Petrol,Automatic,New,Sporty,Silver
Hyundai Creta,10.69,27.2,7,Sedan,Electric,Manual,Excellent,Luxury,White
Maruti Baleno,33.86,26.0,4,Sedan,Diesel,Manual,Excellent,Luxury,Grey
Maruti Swift,40.02,24.3,4,Hatchback,Diesel,Automatic,Used,Family,Red
Toyota Fortuner,28.97,22.9,5,SUV,Electric,Manual,Used,Luxury,Silver
MG Hector,18.65,16.2,7,Hatchback,Hybrid,Automatic,New,Luxury,Black
MG Hector,6.95,20.2,5,MUV,Petrol,Automatic,New,Luxury,Red
Hyundai Venue,44.2,19.8,4,SUV,Diesel,Manual,New,Family,Blue
Renault Triber,44.83,27.3,5,Sedan,Diesel,Manual,Used,Family,Grey
Renault Triber,28.55,15.6,5,MUV,Electric,Manual,New,Family,Silver
Toyota Fortuner,41.31,24.1,7,MUV,Diesel,Automatic,Used,Family,Silver
Hyundai Creta,29.19,16.0,5,Hatchback,Diesel,Automatic,Used,Sporty,Blue
Toyota Innova,32.27,12.8,7,MUV,Electric,Manual,Excellent,Luxury,Grey
Renault Triber,11.57,11.5,5,Hatchback,Petrol,Automatic,Used,Sporty,Silver
Hyundai Creta,21.05,25.3,5,Hatchback,CNG,Manual,Excellent,Luxury,White
Maruti Swift,16.9,10.0,4,Hatchback,CNG,Automatic,Used,Family,Silver
Toyota Fortuner,19.55,13.2,4,MUV,Diesel,Automatic,New,Sporty,White
Tata Nexon,8.79,11.5,7,Hatchback,CNG,Manual,Used,Luxury,Black
Mahindra Scorpio,11.6,17.4,5,Sedan,Electric,Automatic,Used,Sporty,Red
Maruti Baleno,33.13,17.1,4,MUV,Electric,Automatic,New,Sporty,White
Renault Triber,9.1,15.6,5,SUV,Electric,Manual,New,Sporty,Grey
Hyundai Venue,35.86,18.2,7,Hatchback,CNG,Manual,Excellent,Family,Red
MG Hector,43.25,15.0,5,Hatchback,Electric,Manual,Used,Sporty,Black
Mahindra Scorpio,43.85,16.8,5,SUV,Hybrid,Manual,New,Luxury,Red
Hyundai Venue,12.71,12.1,4,Sedan,Diesel,Manual,New,Family,Silver
Toyota Innova,16.59,21.2,7,Hatchback,Diesel,Manual,Excellent,Luxury,Red
Hyundai Venue,6.86,13.7,5,Sedan,Diesel,Manual,Excellent,Family,Black
Hyundai Creta,12.39,20.6,4,SUV,Diesel,Manual,New,Luxury,Grey
MG Hector,35.34,17.6,5,Hatchback,Petrol,Automatic,New,Sporty,Black
Renault Triber,43.88,15.0,7,Sedan,Hybrid,Manual,Excellent,Luxury,Blue
Toyota Innova,42.16,19.8,4,Sedan,Hybrid,Manual,Excellent,Family,Black
Hyundai Venue,19.06,12.7,7,Hatchback,Hybrid,Automatic,New,Luxury,Grey
MG Hector,19.09,12.0,4,MUV,Hybrid,Automatic,Excellent,Luxury,Grey
Renault Triber,32.79,24.0,5,Hatchback,Electric,Manual,New,Luxury,Blue
Toyota Fortuner,18.93,18.7,4,SUV,Electric,Manual,Excellent,Luxury,Black
Tata Nexon,11.29,14.8,7,SUV,Hybrid,Manual,Used,Family,Blue
Maruti Swift,32.37,12.7,7,Hatchback,CNG,Automatic,Excellent,Luxury,White
Renault Triber,41.93,23.1,4,MUV,Hybrid,Manual,New,Family,Blue
Honda City,27.23,18.0,4,Sedan,Electric,Manual,Excellent,Sporty,Silver
Maruti Baleno,38.43,25.9,5,Sedan,Diesel,Automatic,Used,Luxury,Black
Mahindra Scorpio,38.6,26.6,4,Sedan,Hybrid,Manual,New,Luxury,White
Renault Triber,39.04,20.1,5,SUV,CNG,Manual,Used,Luxury,Red
Tata Nexon,30.64,22.5,4,Sedan,Hybrid,Automatic,Excellent,Family,White
Mahindra Scorpio,44.72,19.7,4,Hatchback,Diesel,Manual,Used,Luxury,Blue
Hyundai Venue,18.64,26.3,4,Hatchback,Petrol,Manual,New,Sporty,Grey
Maruti Swift,42.42,20.4,7,Sedan,Electric,Automatic,New,Family,Grey
Hyundai Creta,14.93,11.8,7,SUV,Hybrid,Automatic,Excellent,Sporty,White
Mahindra Scorpio,23.91,21.7,4,SUV,Electric,Automatic,New,Luxury,Black
Maruti Swift,17.38,12.7,4,Hatchback,Electric,Automatic,Used,Sporty,Silver
Maruti Baleno,5.23,16.8,4,Sedan,Petrol,Manual,Excellent,Family,Grey
MG Hector,44.75,17.7,4,Sedan,CNG,Manual,Used,Sporty,White
Toyota Fortuner,23.79,10.5,4,Hatchback,CNG,Manual,Excellent,Luxury,Red
Kia Seltos,31.44,15.5,5,Hatchback,Hybrid,Manual,Used,Sporty,Red
Honda City,40.02,24.9,4,MUV,Petrol,Manual,New,Luxury,Silver
Toyota Fortuner,31.07,22.2,5,Hatchback,Petrol,Automatic,New,Luxury,Black
Tata Nexon,22.84,19.1,4,SUV,Diesel,Manual,New,Family,White
Maruti Swift,42.81,18.9,7,Hatchback,Diesel,Automatic,Excellent,Sporty,Blue
Renault Triber,30.86,20.1,5,SUV,Diesel,Automatic,New,Family,Grey
Toyota Innova,35.32,20.3,7,Hatchback,Diesel,Manual,Excellent,Sporty,Red
Maruti Baleno,33.83,25.7,7,Sedan,Petrol,Automatic,Used,Family,Black
Renault Triber,29.47,15.0,7,MUV,Diesel,Automatic,New,Luxury,White
Honda City,22.76,10.5,5,Hatchback,Electric,Manual,Used,Family,Red
Hyundai Creta,13.28,26.9,5,SUV,Petrol,Manual,New,Sporty,Grey
Toyota Fortuner,35.47,19.4,7,Sedan,Diesel,Manual,New,Sporty,Blue
Renault Triber,13.47,23.2,7,Hatchback,CNG,Manual,Used,Luxury,White
Maruti Swift,5.22,10.4,7,Sedan,Hybrid,Manual,New,Family,Black
Honda City,13.15,24.4,7,SUV,Diesel,Automatic,New,Sporty,Red
Hyundai Creta,33.97,23.4,5,SUV,Diesel,Manual,Used,Sporty,Black
Mahindra Scorpio,6.78,25.0,4,MUV,Diesel,Automatic,Used,Luxury,Grey
Tata Nexon,38.4,21.7,7,MUV,Petrol,Automatic,New,Luxury,White
Mahindra Scorpio,42.44,16.1,7,Hatchback,CNG,Manual,Used,Sporty,Red
Toyota Fortuner,25.78,12.4,7,Sedan,Hybrid,Automatic,Excellent,Family,Grey
Kia Seltos,29.7,10.8,7,Sedan,Diesel,Manual,Excellent,Family,Silver
Honda City,35.46,18.3,5,Hatchback,CNG,Manual,Excellent,Sporty,Grey
Maruti Swift,25.41,16.0,5,MUV,Diesel,Automatic,Excellent,Luxury,Grey
Hyundai Creta,29.43,20.0,7,SUV,Petrol,Automatic,Used,Sporty,Silver
Mahindra Scorpio,33.47,25.3,4,MUV,Diesel,Automatic,Used,Family,White
Tata Nexon,38.16,16.9,4,SUV,Petrol,Manual,Excellent,Family,Black
Toyota Fortuner,31.84,20.2,4,SUV,Hybrid,Automatic,Excellent,Sporty,Black
MG Hector,12.21,17.0,7,Sedan,Petrol,Manual,New,Family,Blue
Hyundai Creta,33.59,18.9,5,Hatchback,Electric,Automatic,New,Luxury,Black
Kia Seltos,18.44,22.2,4,Sedan,Electric,Automatic,New,Luxury,Silver
Renault Triber,6.95,13.3,7,Hatchback,Hybrid,Automatic,New,Family,Red
Hyundai Venue,14.84,11.2,7,Hatchback,Hybrid,Manual,Used,Sporty,Grey
Hyundai Venue,10.55,19.8,7,MUV,Electric,Manual,Excellent,Sporty,Red
Honda City,27.89,26.3,7,Sedan,Petrol,Automatic,Used,Sporty,Grey
Kia Seltos,35.02,27.2,7,MUV,Hybrid,Automatic,New,Family,Silver
Maruti Baleno,21.82,26.1,4,MUV,Diesel,Manual,New,Family,White
Renault Triber,5.16,27.1,5,Sedan,Hybrid,Automatic,Used,Luxury,Grey
MG Hector,14.45,15.6,7,MUV,Hybrid,Automatic,Used,Sporty,Red
Mahindra Scorpio,15.14,17.0,7,Sedan,Hybrid,Automatic,Used,Luxury,Red
Toyota Fortuner,27.58,17.8,7,Hatchback,Petrol,Automatic,Excellent,Sporty,White
Hyundai Creta,4.59,14.1,5,SUV,Petrol,Manual,New,Luxury,Grey
Toyota Innova,39.13,25.9,7,MUV,Electric,Automatic,Excellent,Family,White
Hyundai Creta,35.75,13.7,4,Hatchback,Diesel,Manual,Excellent,Luxury,Silver
Toyota Innova,36.09,15.8,5,MUV,Petrol,Automatic,Excellent,Sporty,Black
Honda City,17.15,24.2,4,Hatchback,Diesel,Manual,New,Luxury,Grey
Toyota Innova,39.66,27.1,4,Hatchback,Hybrid,Manual,Excellent,Luxury,Black
Hyundai Venue,38.75,12.3,4,Hatchback,Petrol,Manual,New,Sporty,Black
MG Hector,20.75,19.6,4,MUV,Electric,Manual,New,Luxury,White
Toyota Fortuner,13.03,20.9,4,Hatchback,Electric,Manual,New,Family,White
Hyundai Venue,8.65,26.6,7,Hatchback,Petrol,Manual,New,Family,Blue
MG Hector,15.99,24.3,5,MUV,Hybrid,Manual,Used,Family,Grey
Toyota Innova,20.28,20.1,7,Sedan,CNG,Automatic,Excellent,Luxury,Grey
Maruti Baleno,38.68,10.9,4,Sedan,Petrol,Automatic,Excellent,Family,Black
Maruti Baleno,39.97,10.8,4,Sedan,Electric,Manual,New,Family,Red
Toyota Fortuner,20.87,18.7,4,SUV,CNG,Automatic,New,Sporty,White
Tata Nexon,17.16,27.9,4,SUV,Electric,Manual,Excellent,Luxury,Silver
Hyundai Creta,34.39,14.5,5,SUV,Hybrid,Automatic,Used,Sporty,Grey
Toyota Fortuner,19.31,26.8,7,MUV,Petrol,Automatic,New,Family,White
Honda City,8.11,19.5,4,SUV,Diesel,Manual,Excellent,Sporty,Silver
Tata Nexon,30.72,21.2,7,MUV,Hybrid,Manual,Excellent,Sporty,Blue
Hyundai Creta,6.24,18.6,4,SUV,Electric,Manual,Used,Luxury,Red
Maruti Swift,40.92,27.2,7,SUV,Diesel,Automatic,Used,Sporty,Silver
Hyundai Venue,11.09,25.5,7,Hatchback,Hybrid,Automatic,New,Luxury,Blue
Renault Triber,7.61,19.0,5,MUV,Electric,Automatic,Used,Luxury,Blue
Hyundai Venue,12.07,23.3,4,MUV,Petrol,Automatic,New,Sporty,White
Toyota Innova,35.72,26.5,4,SUV,Diesel,Manual,Excellent,Sporty,White
Hyundai Creta,27.53,11.4,5,MUV,Hybrid,Automatic,New,Family,Blue
Hyundai Creta,23.87,19.6,5,MUV,Hybrid,Automatic,Excellent,Luxury,White
Mahindra Scorpio,42.55,10.7,4,MUV,Diesel,Automatic,New,Family,Blue
Mahindra Scorpio,18.99,12.4,4,MUV,Petrol,Manual,Excellent,Family,Black
Maruti Baleno,27.0,25.9,7,MUV,Electric,Automatic,New,Luxury,Silver
Maruti Swift,10.75,14.2,5,Hatchback,Diesel,Manual,New,Sporty,White
Maruti Baleno,6.52,20.4,4,MUV,Diesel,Automatic,Excellent,Luxury,White
Kia Seltos,35.91,19.6,5,MUV,Petrol,Automatic,Used,Luxury,White
MG Hector,17.27,27.0,5,SUV,Petrol,Manual,Excellent,Luxury,Silver
Maruti Baleno,44.66,13.7,7,Sedan,CNG,Automatic,Used,Sporty,Silver
Maruti Swift,4.29,14.6,7,Hatchback,Hybrid,Manual,Used,Family,Blue
Maruti Baleno,30.99,12.6,4,SUV,Electric,Manual,Used,Family,Red
Toyota Fortuner,22.79,18.6,5,Hatchback,Hybrid,Manual,New,Sporty,White
Hyundai Venue,15.73,12.2,7,Sedan,Petrol,Automatic,Excellent,Family,Red
Renault Triber,43.45,14.8,7,SUV,Diesel,Manual,New,Family,Silver
Tata Nexon,44.1,24.1,7,MUV,Electric,Manual,New,Sporty,White
Hyundai Venue,15.81,14.9,7,Sedan,CNG,Automatic,Used,Sporty,Red
Toyota Fortuner,39.12,24.8,7,MUV,Hybrid,Automatic,Excellent,Sporty,Blue
Honda City,37.22,21.9,5,MUV,Hybrid,Manual,New,Family,Grey
Honda City,11.05,22.3,4,Sedan,Petrol,Automatic,Excellent,Luxury,White
MG Hector,43.93,27.9,7,Hatchback,Hybrid,Automatic,Used,Sporty,Grey
Honda City,7.38,16.0,5,Hatchback,Petrol,Manual,Used,Sporty,White
Mahindra Scorpio,8.05,23.0,7,MUV,Diesel,Automatic,New,Sporty,Blue
Mahindra Scorpio,18.37,21.5,5,Hatchback,Electric,Automatic,Excellent,Luxury,Grey
Toyota Fortuner,25.09,20.5,5,Hatchback,Hybrid,Automatic,New,Sporty,Grey
Toyota Innova,41.62,11.5,5,Hatchback,Petrol,Automatic,Excellent,Luxury,White
Hyundai Venue,39.84,14.9,7,Sedan,Electric,Manual,Excellent,Luxury,White
Kia Seltos,30.92,22.7,4,SUV,Diesel,Automatic,Used,Sporty,Black
Hyundai Venue,24.84,10.6,5,Sedan,Petrol,Automatic,Excellent,Luxury,Grey
Honda City,9.63,20.5,5,Hatchback,Hybrid,Manual,Used,Luxury,Silver
Renault Triber,28.85,24.5,4,Hatchback,CNG,Manual,New,Luxury,Blue
Kia Seltos,5.89,16.6,7,Sedan,Petrol,Manual,New,Sporty,Red
Renault Triber,40.83,12.9,4,MUV,Diesel,Manual,Used,Family,Red
Toyota Innova,16.01,15.7,5,Sedan,Electric,Automatic,Excellent,Family,White
Maruti Swift,33.26,10.4,7,SUV,Hybrid,Automatic,New,Sporty,Silver
Kia Seltos,13.41,21.3,7,Sedan,Hybrid,Manual,Excellent,Family,Red
Toyota Fortuner,22.36,20.5,7,MUV,Diesel,Manual,New,Family,Grey
Hyundai Creta,43.07,18.7,4,SUV,Petrol,Manual,Excellent,Sporty,Silver
Renault Triber,17.04,19.2,4,Sedan,CNG,Manual,New,Sporty,Silver
Kia Seltos,26.09,11.1,7,SUV,Diesel,Automatic,Excellent,Sporty,Blue
Renault Triber,23.82,26.9,5,MUV,CNG,Automatic,Used,Family,White
Mahindra Scorpio,38.67,14.6,4,SUV,Diesel,Automatic,Used,Luxury,Blue
Toyota Innova,10.86,13.4,5,MUV,CNG,Automatic,Excellent,Family,Grey
Maruti Swift,26.45,27.8,5,MUV,Electric,Manual,Used,Luxury,Black
MG Hector,14.86,22.2,5,SUV,CNG,Automatic,Excellent,Family,Black
Hyundai Venue,29.95,11.0,7,SUV,Electric,Automatic,Used,Family,Blue
Hyundai Venue,9.48,21.0,5,MUV,Hybrid,Automatic,New,Sporty,White
Honda City,43.66,19.7,7,MUV,CNG,Automatic,New,Sporty,White
Kia Seltos,33.99,19.9,7,Hatchback,Diesel,Manual,Used,Family,Blue
Kia Seltos,43.04,23.4,4,Sedan,Hybrid,Automatic,Excellent,Luxury,White
MG Hector,27.81,16.5,5,Sedan,Diesel,Automatic,New,Family,Black
Maruti Baleno,26.87,19.4,4,MUV,Petrol,Manual,New,Family,Blue
Renault Triber,8.98,11.5,4,SUV,Petrol,Manual,Used,Family,White
MG Hector,28.29,16.5,7,MUV,Petrol,Automatic,New,Family,White
Honda City,42.18,11.3,4,MUV,Petrol,Automatic,Excellent,Family,Silver
Hyundai Creta,34.97,12.7,7,MUV,Electric,Manual,Used,Family,Black
Mahindra Scorpio,11.33,23.5,7,SUV,CNG,Automatic,Excellent,Family,Silver
MG Hector,26.98,25.2,5,Hatchback,CNG,Manual,Excellent,Sporty,White
Kia Seltos,30.8,21.2,4,MUV,Electric,Automatic,Used,Luxury,Black
Toyota Innova,7.72,23.8,7,Sedan,Diesel,Manual,Excellent,Family,White
Toyota Fortuner,7.92,17.2,7,Hatchback,Petrol,Manual,Used,Sporty,Blue
Hyundai Venue,8.31,20.0,5,SUV,Hybrid,Manual,Used,Luxury,Red
Toyota Fortuner,6.04,27.6,7,SUV,Diesel,Automatic,New,Sporty,Blue
Hyundai Venue,25.94,28.0,5,MUV,CNG,Automatic,Excellent,Sporty,Blue
Toyota Fortuner,6.91,13.9,4,SUV,Hybrid,Manual,Excellent,Luxury,Silver
Kia Seltos,6.51,13.2,7,SUV,CNG,Automatic,Used,Luxury,Black
Renault Triber,24.26,19.8,5,SUV,Hybrid,Automatic,Used,Family,Black
Renault Triber,30.55,10.1,5,SUV,Petrol,Manual,New,Sporty,Grey
Hyundai Venue,26.71,18.8,4,SUV,Hybrid,Automatic,Used,Sporty,Grey
Maruti Swift,6.73,10.3,4,MUV,Hybrid,Manual,New,Luxury,Grey
Hyundai Venue,41.53,12.3,4,Hatchback,CNG,Automatic,New,Family,Silver
Maruti Baleno,23.65,18.0,7,Sedan,Petrol,Manual,Used,Sporty,Grey
Renault Triber,27.88,22.7,4,Sedan,CNG,Manual,Excellent,Luxury,Grey
Toyota Fortuner,26.08,14.5,4,MUV,Hybrid,Manual,New,Sporty,Black
Mahindra Scorpio,5.49,17.0,7,Sedan,CNG,Automatic,New,Family,Black
Mahindra Scorpio,42.43,12.3,4,Hatchback,Electric,Manual,Used,Luxury,White
Toyota Innova,27.31,26.4,5,SUV,Hybrid,Manual,Excellent,Luxury,Grey
Hyundai Creta,7.12,18.6,5,SUV,CNG,Automatic,Excellent,Luxury,Blue
Hyundai Venue,8.09,18.8,4,MUV,Electric,Manual,Excellent,Luxury,Blue
Honda City,32.58,25.8,7,SUV,Hybrid,Automatic,New,Sporty,Blue
Tata Nexon,43.95,15.3,4,Sedan,Hybrid,Manual,New,Family,Silver
Mahindra Scorpio,39.29,21.8,7,SUV,Hybrid,Automatic,Excellent,Sporty,White
MG Hector,7.06,12.1,4,Hatchback,Electric,Automatic,New,Luxury,White
Kia Seltos,36.2,16.0,4,SUV,Hybrid,Automatic,New,Sporty,Blue
Honda City,40.37,15.7,7,MUV,Petrol,Manual,Excellent,Sporty,Red
MG Hector,20.83,20.4,7,Hatchback,Diesel,Automatic,Used,Luxury,Blue
Hyundai Venue,32.58,25.8,4,SUV,Electric,Automatic,Used,Luxury,Silver
Honda City,18.75,16.8,5,MUV,Hybrid,Manual,Used,Sporty,Black
MG Hector,30.14,21.2,7,Hatchback,CNG,Manual,New,Luxury,Red
Toyota Fortuner,7.54,13.5,7,Sedan,Electric,Manual,New,Family,Silver
Hyundai Creta,31.99,17.3,4,Sedan,Hybrid,Automatic,New,Family,Blue
Tata Nexon,23.32,15.9,4,Sedan,Petrol,Manual,New,Luxury,Black
Mahindra Scorpio,44.23,18.8,7,MUV,Petrol,Manual,New,Family,Blue
MG Hector,31.92,16.3,7,MUV,Petrol,Automatic,Used,Luxury,Red
Renault Triber,19.36,12.2,7,MUV,Diesel,Manual,Excellent,Family,Silver
Tata Nexon,34.18,26.8,7,Hatchback,CNG,Automatic,Used,Luxury,Red
Kia Seltos,40.85,23.8,4,MUV,Electric,Manual,Excellent,Family,Black
Honda City,13.04,23.7,5,MUV,Diesel,Manual,Excellent,Sporty,Silver
Toyota Innova,44.77,17.5,4,SUV,Petrol,Manual,Excellent,Luxury,Red
Mahindra Scorpio,38.17,12.9,5,SUV,Petrol,Manual,Used,Luxury,White
Renault Triber,6.92,11.2,5,Sedan,Electric,Automatic,Used,Family,Grey
Tata Nexon,23.33,17.7,4,Hatchback,Hybrid,Manual,Used,Luxury,Blue
Honda City,18.07,23.7,4,MUV,CNG,Automatic,Excellent,Sporty,Grey
Kia Seltos,13.55,11.3,5,MUV,CNG,Manual,Excellent,Family,Black
Maruti Swift,8.43,23.5,4,MUV,Petrol,Automatic,New,Luxury,Black
Hyundai Venue,11.19,22.8,7,SUV,CNG,Manual,Used,Luxury,Silver
MG Hector,28.17,17.7,5,Hatchback,Diesel,Manual,New,Family,Silver
Toyota Innova,30.05,23.9,7,Sedan,CNG,Automatic,Excellent,Family,Grey
Hyundai Venue,28.12,22.4,7,Sedan,Hybrid,Automatic,New,Sporty,Black
Tata Nexon,31.72,25.7,4,Sedan,Hybrid,Automatic,New,Luxury,Grey
Maruti Baleno,4.87,12.7,4,SUV,Petrol,Automatic,New,Sporty,Grey
Kia Seltos,19.97,18.6,5,SUV,Diesel,Manual,Excellent,Luxury,Red
Renault Triber,23.26,22.4,5,Sedan,Hybrid,Manual,New,Sporty,Blue
Mahindra Scorpio,31.72,13.8,5,SUV,Diesel,Automatic,Excellent,Luxury,Silver
Toyota Fortuner,31.44,25.3,7,MUV,Petrol,Manual,Excellent,Sporty,Silver
Renault Triber,10.01,27.5,7,MUV,Electric,Automatic,Used,Luxury,White
Toyota Innova,32.72,11.1,7,MUV,Electric,Manual,Excellent,Luxury,Blue
Maruti Baleno,18.23,20.6,5,Hatchback,Hybrid,Automatic,New,Family,Silver
Renault Triber,40.79,23.2,7,SUV,Petrol,Manual,Excellent,Luxury,White
Hyundai Creta,21.07,26.0,7,SUV,CNG,Automatic,Used,Sporty,White
Toyota Innova,43.96,15.4,5,SUV,CNG,Manual,Excellent,Family,Black
Tata Nexon,19.83,18.9,7,MUV,CNG,Manual,Excellent,Sporty,Silver
Toyota Innova,34.84,15.8,7,MUV,CNG,Manual,Excellent,Luxury,White
MG Hector,40.24,15.8,7,SUV,CNG,Automatic,Excellent,Family,Grey
Honda City,19.54,27.2,4,Sedan,Hybrid,Manual,Excellent,Family,Black
Toyota Fortuner,17.21,10.2,5,Hatchback,CNG,Manual,New,Sporty,Silver
Renault Triber,12.71,24.9,5,Sedan,Diesel,Automatic,Used,Sporty,White
Hyundai Creta,42.41,26.1,7,Sedan,Electric,Manual,New,Luxury,Silver
Hyundai Venue,21.19,26.0,5,MUV,Diesel,Manual,New,Family,White
Maruti Swift,14.16,12.7,5,MUV,Petrol,Manual,Excellent,Family,Blue
Maruti Baleno,29.25,25.3,5,Hatchback,Electric,Automatic,New,Sporty,White
Kia Seltos,13.52,13.5,5,MUV,Petrol,Automatic,New,Sporty,Red
Hyundai Venue,43.83,25.0,4,Hatchback,Hybrid,Manual,Used,Family,Red
Mahindra Scorpio,44.37,13.7,5,SUV,Petrol,Manual,Excellent,Luxury,Red
Honda City,19.59,11.0,7,MUV,Diesel,Automatic,Excellent,Sporty,Silver
Hyundai Creta,22.95,23.1,4,Hatchback,Hybrid,Manual,New,Luxury,Silver
Toyota Innova,32.57,17.3,5,Hatchback,CNG,Manual,Excellent,Family,Red
Honda City,13.22,20.0,7,MUV,Electric,Automatic,New,Sporty,Red
Mahindra Scorpio,37.93,10.9,4,Hatchback,Electric,Automatic,New,Sporty,Grey
Toyota Innova,44.12,23.2,5,MUV,CNG,Manual,Excellent,Family,Blue
Kia Seltos,13.65,15.2,5,Sedan,Diesel,Automatic,New,Family,Grey
Toyota Innova,30.16,20.1,7,MUV,Diesel,Automatic,Excellent,Luxury,Black
Tata Nexon,23.68,14.4,4,SUV,CNG,Automatic,New,Family,Black
Renault Triber,30.96,13.8,5,Hatchback,CNG,Manual,Used,Luxury,Grey
Renault Triber,11.54,19.6,4,SUV,Electric,Manual,New,Sporty,Blue
Renault Triber,35.13,21.9,7,Sedan,Petrol,Automatic,New,Family,Grey
Honda City,25.06,25.5,4,MUV,CNG,Manual,Used,Sporty,White
Honda City,8.72,20.3,5,MUV,Electric,Manual,Used,Luxury,Red
Toyota Innova,35.92,14.8,5,MUV,Hybrid,Automatic,Excellent,Luxury,Grey
Kia Seltos,27.5,11.7,4,Hatchback,Hybrid,Manual,Excellent,Sporty,Blue
Hyundai Venue,14.55,21.1,7,Sedan,Hybrid,Automatic,New,Luxury,White
Honda City,17.65,12.8,4,Sedan,CNG,Manual,New,Sporty,Grey
MG Hector,43.41,20.0,7,MUV,CNG,Automatic,Used,Sporty,Red
Kia Seltos,43.72,23.5,4,MUV,Petrol,Manual,Excellent,Sporty,Red
Toyota Fortuner,14.93,24.8,5,SUV,Petrol,Manual,New,Family,Red
